(move_robot robot_initial_location box_1_location robot_1)
(move_robot robot_2_location crop_4_location robot_2)
(go_to base_1 region_1 robot_3)
(go_to base_3 region_5 robot_4)
(water_crop crop_4_location robot_2 crop_4)
(take_image region_1 robot_3)
(take_image region_5 robot_4)
(move_robot box_1_location livestock_1_location robot_1)
(harvest_crop crop_4_location robot_2 crop_4)
(gather_produce livestock_1_location robot_1 livestock_1 produce_1)
(move_robot crop_4_location box_1_location robot_2)
(feed_livestock livestock_1 livestock_1_location robot_1)
(drop_crop_in_box crop_4 robot_2 box_1_location box_1)
(move_robot livestock_1_location box_1_location robot_1)
(drop_produce_in_box produce_1 robot_1 box_1_location box_1)
(move_robot box_1_location crop_1_location robot_2)
(harvest_crop crop_1_location robot_2 crop_1)
(move_robot box_1_location livestock_3_location robot_1)
(move_robot crop_1_location box_2_location robot_2)
(move_robot livestock_3_location station_1 robot_1)
(drop_crop_in_box crop_1 robot_2 box_2_location box_2)
(move_robot station_1 livestock_3_location robot_1)
(move_robot box_2_location livestock_3_location robot_2)
(feed_livestock livestock_3 livestock_3_location robot_2)
