(move_robot robot_initial_location box_1_location robot_1)
(move_robot robot_2_location crop_5_location robot_2)
(go_to base_1 region_5 robot_3)
(go_to base_3 region_5 robot_4)
(take_image region_5 robot_3)
(pulverize_region region_5 robot_4)
(move_robot box_1_location crop_1_location robot_1)
(harvest_crop crop_1_location robot_1 crop_1)
(move_robot crop_1_location box_1_location robot_1)
(drop_crop_in_box crop_1 robot_1 box_1_location box_1)
(move_robot box_1_location crop_4_location robot_1)
(harvest_crop crop_4_location robot_1 crop_4)
(move_robot crop_4_location box_1_location robot_1)
(drop_crop_in_box crop_4 robot_1 box_1_location box_1)
(move_robot box_1_location livestock_2_location robot_1)
(feed_livestock livestock_2 livestock_2_location robot_1)
(gather_produce livestock_2_location robot_1 livestock_2 produce_2)
(move_robot livestock_2_location box_1_location robot_1)
(drop_produce_in_box produce_2 robot_1 box_1_location box_1)
(move_robot box_1_location box_2_location robot_1)
(water_crop crop_5_location robot_2 crop_5)
(move_robot box_2_location crop_5_location robot_1)
(harvest_crop crop_5_location robot_1 crop_5)
(move_robot crop_5_location box_2_location robot_1)
(drop_crop_in_box crop_5 robot_1 box_2_location box_2)
