(move_robot robot_initial_location box_1_location robot_1)
(go_to base_1 region_1 robot_3)
(move_robot robot_2_location box_2_location robot_2)
(move_robot box_1_location crop_5_location robot_1)
(move_robot box_2_location crop_4_location robot_2)
(pulverize_region region_1 robot_3)
(harvest_crop crop_5_location robot_1 crop_5)
(harvest_crop crop_4_location robot_2 crop_4)
(go_to region_1 base_1 robot_3)
(move_robot crop_5_location box_1_location robot_1)
(move_robot crop_4_location box_2_location robot_2)
(recharge_input base_1 robot_3)
(drop_crop_in_box crop_5 robot_1 box_1_location box_1)
(drop_crop_in_box crop_4 robot_2 box_2_location box_2)
(go_to base_1 region_5 robot_3)
(move_robot box_1_location box_2_location robot_1)
(move_robot box_2_location livestock_1_location robot_2)
(pulverize_region region_5 robot_3)
(feed_livestock livestock_1 livestock_1_location robot_2)
(move_robot box_2_location crop_1_location robot_1)
(gather_produce livestock_1_location robot_2 livestock_1 produce_1)
(move_robot crop_1_location station_1 robot_1)
(move_robot livestock_1_location box_2_location robot_2)
(recharge_water_amount station_1 robot_1)
(drop_produce_in_box produce_1 robot_2 box_2_location box_2)
(move_robot station_1 box_2_location robot_1)
(move_robot box_2_location crop_1_location robot_1)
(move_robot box_2_location crop_1_location robot_2)
(water_crop crop_1_location robot_1 crop_1)
(harvest_crop crop_1_location robot_2 crop_1)
(move_robot crop_1_location box_2_location robot_2)
(drop_crop_in_box crop_1 robot_2 box_2_location box_2)
