0.000: (go_to base_1 region_3 robot_3)  [0.001]
0.000: (move_robot robot_initial_location crop_4_location robot_1)  [0.001]
0.000: (recharge_battery base_3 robot_4)  [0.001]
0.001: (water_crop crop_4_location robot_1 crop_4)  [0.001]
0.001: (pulverize_region region_3 robot_3)  [0.001]
0.001: (go_to base_3 region_4 robot_4)  [0.001]
0.002: (move_robot crop_4_location livestock_4_location robot_1)  [0.001]
0.002: (pulverize_region region_4 robot_4)  [0.001]
0.003: (gather_produce livestock_4_location robot_1 livestock_4 produce_4)  [0.001]
0.004: (move_robot livestock_4_location box_1_location robot_1)  [0.001]
0.005: (drop_produce_in_box produce_4 robot_1 box_1_location box_1)  [0.001]
0.006: (move_robot box_1_location crop_1_location robot_1)  [0.001]
0.007: (harvest_crop crop_1_location robot_1 crop_1)  [0.001]
0.008: (move_robot crop_1_location box_2_location robot_1)  [0.001]
0.009: (drop_crop_in_box crop_1 robot_1 box_2_location box_2)  [0.001]
0.010: (move_robot box_2_location station_1 robot_1)  [0.001]
0.011: (recharge_food_amount station_1 robot_1)  [0.001]
0.012: (move_robot station_1 livestock_5_location robot_1)  [0.001]
0.013: (feed_livestock livestock_5 livestock_5_location robot_1)  [0.001]
