(go_to base_1 region_3 robot_3)
(move_robot robot_initial_location crop_4_location robot_1)
(recharge_battery base_3 robot_4)
(water_crop crop_4_location robot_1 crop_4)
(pulverize_region region_3 robot_3)
(go_to base_3 region_4 robot_4)
(move_robot crop_4_location livestock_4_location robot_1)
(pulverize_region region_4 robot_4)
(gather_produce livestock_4_location robot_1 livestock_4 produce_4)
(move_robot livestock_4_location box_1_location robot_1)
(drop_produce_in_box produce_4 robot_1 box_1_location box_1)
(move_robot box_1_location crop_1_location robot_1)
(harvest_crop crop_1_location robot_1 crop_1)
(move_robot crop_1_location box_2_location robot_1)
(drop_crop_in_box crop_1 robot_1 box_2_location box_2)
(move_robot box_2_location station_1 robot_1)
(recharge_food_amount station_1 robot_1)
(move_robot station_1 livestock_5_location robot_1)
(feed_livestock livestock_5 livestock_5_location robot_1)
