(move_robot robot_initial_location box_1_location robot_1)
(move_robot robot_2_location crop_4_location robot_2)
(go_to base_1 region_1 robot_3)
(go_to base_3 region_2 robot_4)
(water_crop crop_4_location robot_2 crop_4)
(take_image region_1 robot_3)
(pulverize_region region_2 robot_4)
(move_robot box_1_location crop_1_location robot_1)
(harvest_crop crop_1_location robot_1 crop_1)
(move_robot crop_1_location box_1_location robot_1)
(drop_crop_in_box crop_1 robot_1 box_1_location box_1)
(move_robot box_1_location box_2_location robot_1)
(move_robot box_2_location livestock_1_location robot_1)
(gather_produce livestock_1_location robot_1 livestock_1 produce_1)
(move_robot livestock_1_location box_2_location robot_1)
(drop_produce_in_box produce_1 robot_1 box_2_location box_2)
(move_robot box_2_location livestock_4_location robot_1)
(feed_livestock livestock_4 livestock_4_location robot_1)
