(move_robot robot_initial_location box_1_location robot_1)
(move_robot robot_2_location box_1_location robot_2)
(go_to base_1 base_2 robot_3)
(go_to base_2 region_5 robot_3)
(move_robot box_1_location crop_3_location robot_2)
(pulverize_region region_5 robot_3)
(harvest_crop crop_3_location robot_2 crop_3)
(move_robot crop_3_location box_1_location robot_2)
(move_robot box_1_location crop_2_location robot_2)
(move_robot crop_2_location crop_8_location robot_2)
(move_robot crop_8_location station_1 robot_2)
(recharge_battery_ground robot_2 station_1)
(move_robot station_1 box_1_location robot_2)
(drop_crop_in_box crop_3 robot_2 box_1_location box_1)
(move_robot box_1_location crop_5_location robot_2)
(harvest_crop crop_5_location robot_2 crop_5)
(move_robot crop_5_location box_1_location robot_2)
(drop_crop_in_box crop_5 robot_2 box_1_location box_1)
(move_robot box_1_location livestock_6_location robot_2)
(gather_produce livestock_6_location robot_2 livestock_6 produce_6)
(move_robot livestock_6_location crop_2_location robot_2)
(move_robot crop_2_location crop_4_location robot_2)
(move_robot crop_4_location station_1 robot_2)
(recharge_battery_ground robot_2 station_1)
(move_robot station_1 box_1_location robot_2)
(drop_produce_in_box produce_6 robot_2 box_1_location box_1)
(move_robot box_1_location box_2_location robot_2)
(move_robot box_2_location crop_2_location robot_2)
(harvest_crop crop_2_location robot_2 crop_2)
(move_robot crop_2_location box_2_location robot_2)
(drop_crop_in_box crop_2 robot_2 box_2_location box_2)
(move_robot box_2_location livestock_2_location robot_2)
(move_robot livestock_2_location livestock_7_location robot_2)
(move_robot livestock_7_location station_1 robot_2)
(recharge_battery_ground robot_2 station_1)
(move_robot station_1 livestock_2_location robot_2)
(feed_livestock livestock_2 livestock_2_location robot_2)
(move_robot livestock_2_location station_1 robot_2)
(recharge_food_amount station_1 robot_2)
(move_robot station_1 livestock_7_location robot_2)
(feed_livestock livestock_7 livestock_7_location robot_2)
