(move_robot robot_initial_location box_1_location robot_1)
(move_robot robot_2_location box_1_location robot_2)
(go_to base_1 base_2 robot_3)
(recharge_battery base_2 robot_4)
(go_to base_2 region_5 robot_3)
(go_to base_2 region_1 robot_4)
(move_robot box_1_location crop_1_location robot_2)
(pulverize_region region_5 robot_3)
(take_image region_1 robot_4)
(harvest_crop crop_1_location robot_2 crop_1)
(move_robot crop_1_location crop_2_location robot_2)
(move_robot crop_2_location station_1 robot_2)
(recharge_battery_ground robot_2 station_1)
(move_robot station_1 box_1_location robot_2)
(drop_crop_in_box crop_1 robot_2 box_1_location box_1)
(move_robot box_1_location crop_2_location robot_2)
(harvest_crop crop_2_location robot_2 crop_2)
(move_robot crop_2_location box_1_location robot_2)
(drop_crop_in_box crop_2 robot_2 box_1_location box_1)
(move_robot box_1_location box_2_location robot_2)
(move_robot box_2_location livestock_1_location robot_2)
(gather_produce livestock_1_location robot_2 livestock_1 produce_1)
(move_robot livestock_1_location station_1 robot_2)
(recharge_battery_ground robot_2 station_1)
(move_robot station_1 box_2_location robot_2)
(drop_produce_in_box produce_1 robot_2 box_2_location box_2)
(move_robot box_2_location crop_3_location robot_2)
(harvest_crop crop_3_location robot_2 crop_3)
(move_robot crop_3_location box_2_location robot_2)
(drop_crop_in_box crop_3 robot_2 box_2_location box_2)
(move_robot box_2_location crop_4_location robot_2)
(move_robot crop_4_location livestock_4_location robot_2)
(move_robot livestock_4_location station_1 robot_2)
(recharge_battery_ground robot_2 station_1)
(move_robot station_1 crop_4_location robot_2)
(water_crop crop_4_location robot_2 crop_4)
(move_robot crop_4_location livestock_4_location robot_2)
(feed_livestock livestock_4 livestock_4_location robot_2)
