(move_robot robot_initial_location crop_1_location robot_1)
(go_to base_1 region_2 robot_3)
(move_robot robot_2_location crop_1_location robot_2)
(take_image region_2 robot_3)
(move_robot crop_1_location station_1 robot_1)
(move_robot crop_1_location crop_5_location robot_2)
(go_to region_2 region_3 robot_3)
(recharge_water_amount station_1 robot_1)
(move_robot crop_5_location crop_1_location robot_2)
(pulverize_region region_3 robot_3)
(move_robot station_1 crop_1_location robot_1)
(move_robot crop_1_location crop_5_location robot_2)
(go_to region_3 base_1 robot_3)
(water_crop crop_1_location robot_1 crop_1)
(move_robot crop_5_location station_1 robot_2)
(recharge_input base_1 robot_3)
(move_robot crop_1_location crop_5_location robot_1)
(move_robot station_1 crop_5_location robot_2)
(go_to base_1 region_5 robot_3)
(water_crop crop_5_location robot_1 crop_5)
(pulverize_region region_5 robot_3)
